location,total_sqft,bath,balcony,bhk,price,predicted_price_rf,price_per_sqft
other,1454.0,2.0,1.0,2.0,90.0,88.8682,6189.821182943604
Whitefield,1116.0,2.0,3.0,2.0,48.76,51.0407375,4369.1756272401435
other,2000.0,3.0,1.0,4.0,180.0,159.17200000000003,9000.0
Sarjapur  Road,1346.0,2.0,1.0,2.0,74.03,70.54935035991785,5500.0
other,1062.0,2.0,1.0,2.0,50.0,44.36384119047618,4708.097928436911
other,700.0,1.0,1.0,1.0,25.5,50.74959050505051,3642.8571428571427
other,1405.0,2.0,1.0,2.0,99.0,90.5113273809524,7046.26334519573
other,1100.0,2.0,2.0,2.0,50.0,52.632757641613324,4545.454545454545
other,2153.0,4.0,3.0,3.0,120.0,161.69,5573.61820715281
other,1200.0,3.0,2.0,3.0,120.0,134.81663742748796,10000.0
other,2135.0,3.0,2.0,3.0,170.0,177.13166666666663,7962.529274004683
Uttarahalli,1125.0,2.0,1.0,2.0,47.0,47.60015741341991,4177.777777777777
other,1350.0,2.0,2.0,3.0,47.25,87.92887646251843,3500.0
other,1068.0,2.0,3.0,2.0,48.0,39.36369999999993,4494.38202247191
other,940.0,2.0,1.0,2.0,32.9,45.29058381673879,3500.0
other,1063.0,2.0,1.0,2.0,32.79,47.184165476190486,3084.6660395108183
other,1382.0,2.0,2.0,2.0,84.5,81.615,6114.3270622286545
other,936.0,2.0,1.0,2.0,45.0,43.30967686868686,4807.692307692308
other,1400.0,2.0,3.0,3.0,60.0,60.9768994932845,4285.714285714285
Sarjapur  Road,475.0,1.0,1.0,1.0,26.0,30.228883333333332,5473.684210526316
other,1200.0,2.0,1.0,2.0,115.0,66.6977315562278,9583.333333333334
other,1450.0,3.0,3.0,3.0,65.0,68.59974904761906,4482.758620689655
other,1162.0,2.0,1.0,2.0,52.0,55.55739487734491,4475.043029259897
other,1161.0,2.0,1.0,2.0,48.75,56.43344316933066,4198.966408268734
other,1623.29,2.0,2.0,3.0,105.0,100.63,6468.345150897252
other,1260.0,2.0,1.0,2.0,70.0,69.80655445887443,5555.555555555556
other,1672.0,3.0,2.0,4.0,190.0,175.88666666666666,11363.636363636364
other,3000.0,4.0,2.0,3.0,240.0,257.38249999999994,8000.0
other,1500.0,2.0,0.0,3.0,70.0,83.22150427350427,4666.666666666667
other,705.0,1.0,0.0,1.0,34.545,54.48831886724384,4900.0
other,1650.0,6.0,0.0,5.0,200.0,175.505,12121.212121212122
other,2000.0,3.0,3.0,3.0,200.0,193.41195624310322,10000.0
other,1675.0,1.0,0.0,1.0,241.0,189.00300000000004,14388.059701492537
Electronic City,1200.0,3.0,2.0,3.0,150.0,122.35876276325122,12500.0
other,1100.0,2.0,2.0,2.0,46.2,52.632757641613324,4200.0
Whitefield,1400.0,2.0,3.0,3.0,56.0,58.94506666666667,4000.0
other,2257.0,3.0,2.0,3.0,155.0,165.21449999999996,6867.523260965884
other,1153.0,2.0,2.0,2.0,56.5,54.1005615169553,4900.260190806592
Sarjapur  Road,1197.0,2.0,1.0,2.0,56.86,59.76501801587298,4750.208855472013
other,1150.0,2.0,2.0,2.0,90.0,63.735623407525324,7826.086956521739
other,595.0,1.0,1.0,1.0,40.0,39.56938553113553,6722.689075630252
other,1837.0,3.0,1.0,3.0,110.0,105.61630000000001,5988.023952095808
other,3750.0,4.0,0.0,4.0,190.0,407.134365079365,5066.666666666667
other,1830.0,3.0,3.0,3.0,91.86,100.34815666666671,5019.672131147541
other,1715.0,3.0,3.0,3.0,115.0,113.98591666666667,6705.539358600583
Electronic City,970.0,2.0,1.0,2.0,35.0,36.896593939393945,3608.2474226804125
other,1200.0,3.0,2.0,4.0,148.0,137.61866666666666,12333.333333333334
other,2700.0,5.0,1.0,4.0,95.75,148.01166666666668,3546.296296296296
other,5480.0,4.0,2.0,3.0,400.0,456.81,7299.270072992701
other,2400.0,5.0,1.0,4.0,135.0,260.105112942613,5625.0
Sarjapur  Road,3040.0,4.0,2.0,4.0,135.0,180.33,4440.789473684211
Raja Rajeshwari Nagar,1168.0,2.0,1.0,2.0,66.0,54.39884285714286,5650.684931506849
other,1160.0,2.0,2.0,2.0,36.54,46.00748912044959,3150.0
other,1500.0,3.0,2.0,3.0,75.0,81.3956276318842,5000.0
other,600.0,2.0,1.0,2.0,72.0,61.49359072871574,12000.0
other,1200.0,7.0,3.0,8.0,250.0,155.84499999999997,20833.333333333332
other,850.0,2.0,1.0,2.0,25.4,39.40829238881891,2988.235294117647
other,935.0,2.0,2.0,2.0,39.0,37.476073809523804,4171.122994652406
other,1200.0,5.0,1.0,5.0,235.0,237.25088095238087,19583.333333333332
other,654.0,1.0,1.0,1.0,49.0,47.64279761904763,7492.354740061162
other,1650.0,3.0,1.0,3.0,180.0,119.43853961904765,10909.09090909091
other,5656.0,5.0,0.0,3.0,499.0,489.89,8822.489391796322
other,1300.0,2.0,1.0,2.0,33.0,75.23342027164011,2538.4615384615386
other,950.0,2.0,1.0,2.0,60.0,41.52252424523735,6315.789473684211
other,1250.0,3.0,2.0,3.0,54.0,49.47788833944218,4320.0
other,1072.0,2.0,1.0,2.0,42.87,37.147773734827254,3999.0671641791046
other,1425.0,2.0,2.0,3.0,65.0,67.39399805555558,4561.403508771929
Uttarahalli,1165.0,1.0,0.0,2.0,42.09,61.42303333333338,3612.8755364806866
other,1390.0,2.0,2.0,3.0,69.49,76.45865047619048,4999.2805755395675
other,1510.0,3.0,2.0,3.0,78.0,76.94168214285716,5165.562913907284
Thanisandra,1305.0,2.0,2.0,2.0,90.0,63.91444615384616,6896.551724137931
other,1200.0,6.0,2.0,6.0,170.0,174.02420274170277,14166.666666666666
other,866.0,2.0,2.0,2.0,32.0,33.241166666666665,3695.150115473441
other,1231.0,2.0,1.0,2.0,84.5,76.68133293650796,6864.337936636881
other,1360.0,2.0,3.0,3.0,45.0,67.45308317460317,3308.823529411765
other,2500.0,3.0,3.0,3.0,138.0,209.11430952380957,5520.0
Whitefield,1140.0,2.0,3.0,2.0,55.0,50.53078174603174,4824.561403508772
Kanakpura Road,525.0,1.0,1.0,1.0,30.0,27.865932864101424,5714.285714285715
Whitefield,1295.0,2.0,1.0,2.0,64.5,66.28183333333334,4980.694980694981
other,1020.0,2.0,2.0,2.0,45.75,48.756255118347866,4485.294117647059
other,3504.0,4.0,0.0,4.0,262.0,289.5566031746032,7477.16894977169
other,1200.0,1.0,0.0,2.0,50.0,55.48254437229436,4166.666666666667
other,1100.0,2.0,1.0,2.0,41.0,56.64297445552915,3727.2727272727275
Bannerghatta Road,4723.0,4.0,3.0,4.0,500.0,544.2208333333333,10586.491636671608
other,820.0,2.0,2.0,2.0,37.0,33.925,4512.195121951219
other,3508.0,4.0,1.0,4.0,386.0,369.815,11003.420752565564
other,3700.0,4.0,2.0,4.0,400.0,349.46600000000007,10810.81081081081
other,1354.0,2.0,2.0,2.0,70.0,75.65254761904762,5169.8670605613
other,2453.0,3.0,2.0,4.0,250.0,228.28,10191.602119853242
other,1154.0,2.0,1.0,2.0,51.8,54.53171572871576,4488.734835355286
7th Phase JP Nagar,1680.0,2.0,3.0,3.0,92.0,97.96900000000001,5476.190476190476
other,1205.0,2.0,2.0,2.0,60.0,58.03328136002886,4979.253112033195
Raja Rajeshwari Nagar,1400.0,2.0,2.0,3.0,86.0,69.25661999999998,6142.857142857143
other,1625.0,3.0,1.0,3.0,150.0,134.16666666666669,9230.76923076923
Electronic City,1500.0,3.0,1.0,3.0,73.0,96.4826656085581,4866.666666666667
Bannerghatta Road,1520.0,2.0,3.0,3.0,80.0,81.72766666666668,5263.1578947368425
other,1300.0,3.0,1.0,2.0,65.0,80.85459642857144,5000.0
other,1150.0,2.0,2.0,2.0,47.0,63.735623407525324,4086.9565217391305
other,1762.0,3.0,3.0,3.0,109.0,106.24463134920637,6186.152099886493
other,1153.0,2.0,2.0,2.0,58.0,54.1005615169553,5030.3555941023415
Yelahanka,2650.0,4.0,1.0,4.0,223.0,205.425,8415.094339622641
other,1350.0,2.0,2.0,3.0,47.0,87.92887646251843,3481.4814814814813
other,950.0,2.0,2.0,2.0,56.0,42.05891222666222,5894.736842105263
other,3295.0,3.0,3.0,3.0,310.0,264.76,9408.194233687405
other,1515.0,3.0,3.0,3.0,80.5,87.9917367857143,5313.531353135313
other,1100.0,2.0,2.0,2.0,30.0,52.632757641613324,2727.2727272727275
other,1250.0,2.0,2.0,2.0,65.0,67.45914489512882,5200.0
other,1200.0,2.0,0.0,2.0,120.0,75.83622885487857,10000.0
other,2500.0,8.0,3.0,7.0,95.0,106.51,3800.0
other,1200.0,4.0,2.0,4.0,100.0,171.61884160161964,8333.333333333334
Yelahanka,1355.0,2.0,2.0,3.0,51.5,59.1156,3800.7380073800737
other,1115.0,3.0,1.0,3.0,39.14,46.34803888888891,3510.3139013452915
other,1275.0,3.0,2.0,3.0,45.0,46.224020274170286,3529.4117647058824
other,2051.0,3.0,2.0,3.0,170.0,158.72666666666666,8288.639687957095
other,1470.0,2.0,2.0,3.0,99.0,83.61081507936511,6734.693877551021
other,1550.0,2.0,3.0,3.0,70.0,70.21490476190475,4516.129032258064
Bannerghatta Road,1270.0,2.0,1.0,3.0,73.0,64.04654000000001,5748.031496062992
other,2119.0,4.0,2.0,4.0,111.0,111.52625,5238.319962246343
other,1600.0,3.0,3.0,3.0,170.0,95.40892380778836,10625.0
other,1320.0,2.0,2.0,3.0,50.0,58.191633705183705,3787.878787878788
other,2505.0,3.0,0.0,3.0,165.0,184.50857142857146,6586.826347305389
other,1410.0,2.0,1.0,3.0,54.0,55.88819166666667,3829.7872340425533
Whitefield,1200.0,2.0,3.0,2.0,70.0,61.338333646631185,5833.333333333333
other,1705.0,2.0,1.0,3.0,86.96,167.19574476190454,5100.2932551319645
Electronic City,995.0,2.0,1.0,2.0,48.0,42.32389531746031,4824.120603015075
other,1081.0,2.0,1.0,2.0,52.0,51.959521428571435,4810.360777058279
other,1194.0,2.0,2.0,2.0,46.0,46.386958153910676,3852.5963149078725
other,605.0,1.0,1.0,1.0,30.24,35.76373666666663,4998.347107438017
Yelahanka,567.0,1.0,1.0,1.0,25.0,27.400876556776563,4409.171075837742
other,1718.0,3.0,2.0,2.0,275.0,275.09333333333336,16006.9848661234
other,1410.5,2.0,0.0,3.0,70.385,65.2891000000001,4990.074441687346
other,600.0,5.0,1.0,3.0,135.0,119.57095238095239,22500.0
other,1715.0,3.0,2.0,3.0,105.0,103.50358095238096,6122.448979591837
other,3206.0,5.0,0.0,4.0,270.0,293.12333333333333,8421.70929507174
other,1500.0,4.0,0.0,4.0,235.0,169.17238095238096,15666.666666666666
Bannerghatta Road,1846.0,3.0,2.0,3.0,120.0,132.47205111111114,6500.541711809317
other,600.0,3.0,1.0,3.0,90.0,81.8168775668776,15000.0
Whitefield,1015.0,2.0,3.0,2.0,56.0,51.898680952380936,5517.241379310345
Thanisandra,1100.0,2.0,1.0,2.0,36.0,39.970100288600285,3272.7272727272725
Thanisandra,1965.0,4.0,2.0,3.0,125.0,123.50666666666666,6361.323155216285
other,1021.0,2.0,2.0,2.0,45.9,46.099446396103886,4495.592556317336
Haralur Road,1230.0,2.0,1.0,2.0,67.65,71.79964261904756,5500.000000000001
Uttarahalli,1260.0,2.0,2.0,2.0,55.0,57.70408333333332,4365.079365079365
other,1894.0,4.0,1.0,3.0,114.0,110.81,6019.007391763464
other,1500.0,4.0,2.0,6.0,233.0,214.6175,15533.333333333334
other,1950.0,3.0,2.0,3.0,131.0,132.15472510822508,6717.948717948718
other,1231.0,2.0,3.0,2.0,66.0,60.18666666666667,5361.494719740049
other,1236.0,2.0,1.0,2.0,58.0,56.26313809523809,4692.556634304207
other,1800.0,3.0,0.0,4.0,120.0,143.7870238095238,6666.666666666667
other,1650.0,3.0,2.0,3.0,135.0,101.13681782465572,8181.818181818182
other,750.0,3.0,1.0,5.0,88.0,94.44550000000001,11733.333333333334
other,1443.0,2.0,2.0,3.0,70.0,77.19007857142859,4851.004851004851
other,886.0,4.0,2.0,4.0,120.0,153.9,13544.018058690745
other,925.0,2.0,1.0,2.0,68.0,53.94089357864358,7351.351351351352
other,1305.0,3.0,1.0,3.0,33.28,43.25149555555556,2550.191570881226
other,1190.0,2.0,2.0,2.0,46.41,52.64510955992881,3900.0
Uttarahalli,1284.0,2.0,2.0,2.0,53.36,56.845399999999955,4155.763239875389
other,350.0,3.0,1.0,4.0,45.0,51.464,12857.142857142857
other,875.0,3.0,1.0,3.0,115.0,99.53933333333335,13142.857142857143
other,1325.0,2.0,1.0,2.0,59.0,62.13530428571431,4452.830188679245
other,1183.0,2.0,1.0,2.0,79.54,78.12339999999998,6723.584108199494
other,1750.0,3.0,2.0,3.0,100.0,116.79961131481174,5714.285714285715
other,747.0,1.0,2.0,1.0,27.0,28.591014285714287,3614.4578313253014
Electronic City,1342.0,2.0,1.0,2.0,90.0,80.86644333333332,6706.408345752608
other,1113.0,2.0,1.0,2.0,52.0,54.306606060606036,4672.057502246182
other,1738.0,3.0,2.0,3.0,110.0,114.51799999999999,6329.113924050633
other,1206.0,2.0,0.0,2.0,90.0,73.89495135817458,7462.686567164179
Hebbal,2790.0,4.0,3.0,4.0,198.0,198.0,7096.774193548387
Hebbal,1162.0,2.0,1.0,2.0,59.0,71.25379484126987,5077.452667814114
other,1194.0,2.0,2.0,2.0,46.0,46.386958153910676,3852.5963149078725
Sarjapur  Road,1857.0,4.0,3.0,3.0,155.0,150.645,8346.795907377491
other,3500.0,6.0,0.0,6.0,115.0,155.9775,3285.714285714286
other,1763.0,3.0,2.0,2.0,240.0,251.8960809523809,13613.159387407828
Uttarahalli,1150.0,2.0,1.0,2.0,45.99,48.56695880952377,3999.1304347826085
other,2400.0,5.0,3.0,4.0,550.0,342.98666666666674,22916.666666666668
other,1290.0,2.0,2.0,2.0,72.0,79.37307658730157,5581.395348837209
other,3408.0,5.0,0.0,4.0,145.0,191.36,4254.694835680752
other,900.0,2.0,1.0,2.0,145.0,52.37462243048155,16111.111111111111
other,1150.0,2.0,0.0,2.0,70.0,111.01385685714287,6086.95652173913
other,1040.0,2.0,1.0,3.0,109.0,90.44475830225332,10480.76923076923
other,1160.0,2.0,2.0,2.0,64.08,46.00748912044959,5524.137931034483
other,900.0,2.0,2.0,2.0,27.0,52.52140973590136,3000.0
Sarjapur  Road,1750.0,3.0,1.0,4.0,185.0,178.29475,10571.42857142857
Electronic City,1320.0,2.0,1.0,3.0,38.12,40.955307380952384,2887.8787878787875
other,2240.0,4.0,2.0,4.0,160.0,162.46,7142.857142857143
other,891.0,2.0,1.0,2.0,26.0,26.364508333333323,2918.0695847362513
other,1000.0,4.0,3.0,5.0,80.0,96.29666666666667,8000.0
other,1852.0,3.0,2.0,3.0,125.0,138.48785714285714,6749.460043196545
other,1323.0,2.0,1.0,3.0,42.0,45.63338571428572,3174.6031746031745
other,1404.0,2.0,1.0,2.0,67.5,70.5888320707071,4807.692307692308
other,1370.0,2.0,2.0,2.0,60.0,88.19276984126985,4379.56204379562
Uttarahalli,1385.0,2.0,2.0,3.0,48.48,48.832033333333285,3500.361010830325
other,1129.0,2.0,1.0,2.0,50.0,54.46831785714285,4428.697962798937
other,1876.0,3.0,1.0,3.0,150.0,148.0134523809524,7995.735607675906
other,1720.0,3.0,1.0,3.0,95.0,120.86533333333333,5523.2558139534885
other,1200.0,4.0,1.0,4.0,80.0,139.58382221004393,6666.666666666667
other,1175.0,2.0,2.0,2.0,86.68,61.10737366572928,7377.021276595745
other,500.0,1.0,2.0,1.0,51.0,44.88807761682763,10200.0
other,1200.0,5.0,2.0,5.0,85.0,107.41778571428577,7083.333333333333
Electronic City Phase II,1200.0,1.0,0.0,1.0,295.0,208.21624406149408,24583.333333333332
other,1893.0,3.0,2.0,3.0,130.0,137.3166666666667,6867.406233491812
Whitefield,1430.0,3.0,2.0,3.0,52.0,59.248400000000004,3636.3636363636365
other,850.0,2.0,2.0,2.0,45.0,40.798682539682545,5294.117647058823
other,1392.0,2.0,1.0,2.0,110.0,111.71284126984128,7902.298850574713
Kanakpura Road,1938.0,3.0,3.0,3.0,105.0,99.96914833333332,5417.956656346749
other,1020.0,2.0,2.0,2.0,52.0,48.756255118347866,5098.0392156862745
other,2400.0,2.0,1.0,3.0,360.0,187.51477777777774,15000.0
other,1832.0,3.0,2.0,3.0,160.0,151.58117696969697,8733.624454148472
other,1423.0,2.0,2.0,3.0,85.0,72.03441425685428,5973.295853829937
other,1432.0,2.0,1.0,2.0,85.0,85.87828333333339,5935.754189944134
other,1350.0,4.0,3.0,4.0,235.0,206.73698484848487,17407.40740740741
other,1500.0,6.0,0.0,8.0,270.0,248.56,18000.0
other,1480.0,3.0,2.0,3.0,65.0,91.56174603174603,4391.891891891892
Kanakpura Road,1843.0,3.0,2.0,3.0,96.2,90.12865584415586,5219.750406945198
other,760.0,4.0,2.0,3.0,95.0,103.85061904761908,12500.0
other,1916.0,2.0,1.0,3.0,150.0,138.43,7828.8100208768265
other,1255.0,2.0,1.0,2.0,55.5,57.77846361382039,4422.310756972111
other,1160.0,2.0,2.0,2.0,44.08,46.00748912044959,3800.0
other,2640.0,2.0,1.0,2.0,170.0,192.49900000000002,6439.393939393939
other,1160.0,2.0,3.0,2.0,53.0,48.40484519849396,4568.9655172413795
other,1200.0,2.0,1.0,2.0,80.0,66.6977315562278,6666.666666666667
7th Phase JP Nagar,1100.0,2.0,1.0,2.0,44.0,46.624292272846205,4000.0
other,1500.0,3.0,3.0,3.0,100.0,96.16807899877898,6666.666666666667
Electronic City Phase II,1336.0,2.0,3.0,3.0,50.35,51.30320166666667,3768.7125748502995
other,1065.0,2.0,1.0,2.0,46.0,50.251341936674436,4319.24882629108
Hebbal,1294.0,2.0,1.0,2.0,115.0,101.25941428571429,8887.171561051005
other,1550.0,3.0,2.0,3.0,68.5,120.28310119047617,4419.354838709677
Whitefield,1216.0,2.0,1.0,2.0,75.0,74.1151710718749,6167.763157894737
other,1005.0,2.0,2.0,2.0,40.0,41.70866761904762,3980.0995024875624
7th Phase JP Nagar,1430.0,2.0,1.0,3.0,102.0,89.18208333333334,7132.867132867133
other,4100.0,4.0,3.0,4.0,660.0,559.98,16097.560975609756
other,1660.0,3.0,2.0,3.0,125.0,121.0710238095238,7530.120481927711
Thanisandra,1430.0,2.0,3.0,3.0,56.0,55.65437698412698,3916.083916083916
Hennur Road,1470.0,2.0,1.0,3.0,75.0,79.79160499999996,5102.040816326531
other,1045.0,2.0,1.0,2.0,76.77,60.543032994228014,7346.411483253589
Hebbal,4225.0,6.0,0.0,4.0,359.0,506.68,8497.041420118343
other,950.0,2.0,0.0,2.0,30.0,34.3470119047619,3157.8947368421054
other,1382.0,3.0,1.0,3.0,65.0,72.4592,4703.328509406657
other,930.0,2.0,2.0,2.0,46.0,44.89605476190477,4946.236559139785
Sarjapur  Road,1660.0,2.0,2.0,3.0,116.0,112.66680000000001,6987.951807228916
other,1290.0,2.0,2.0,2.0,71.95,79.37307658730157,5577.519379844961
Whitefield,1010.0,2.0,1.0,3.0,45.0,53.465151683006525,4455.445544554455
other,3050.0,4.0,0.0,4.0,130.0,136.36809523809524,4262.295081967213
other,1200.0,2.0,2.0,2.0,71.0,57.5871973877602,5916.666666666667
other,1650.0,3.0,2.0,3.0,140.0,101.13681782465572,8484.848484848484
other,1636.0,3.0,2.0,3.0,88.0,89.20646212121214,5378.973105134474
other,2367.0,3.0,2.0,3.0,320.0,276.97,13519.22264469793
other,1153.0,2.0,2.0,2.0,56.55,54.1005615169553,4904.596704249783
other,2087.01,4.0,2.0,3.0,160.0,150.41533333333334,7666.470213367448
other,1200.0,2.0,1.0,2.0,47.0,66.6977315562278,3916.6666666666665
other,1844.0,3.0,1.0,3.0,89.0,88.50580000000002,4826.46420824295
other,1215.0,2.0,1.0,2.0,43.75,46.38800393578643,3600.8230452674898
Sarjapur  Road,1194.0,2.0,1.0,2.0,57.0,54.507000000000005,4773.869346733668
other,1220.0,2.0,2.0,2.0,52.0,59.62786006141521,4262.295081967213
other,3150.0,4.0,2.0,4.0,150.0,198.48095238095237,4761.9047619047615
Kanakpura Road,525.0,1.0,1.0,1.0,26.0,27.865932864101424,4952.380952380952
other,955.0,2.0,1.0,2.0,37.97,40.59888523809526,3975.916230366492
other,2000.0,5.0,0.0,5.0,75.0,84.48566666666666,3750.0
other,884.0,2.0,1.0,2.0,48.0,43.61310783199642,5429.864253393665
other,1250.0,2.0,1.0,2.0,68.75,61.324603992286086,5500.0
other,7000.0,2.0,1.0,2.0,135.0,227.11,1928.5714285714287
other,2400.0,4.0,2.0,3.0,300.0,270.3261904761904,12500.0
other,2990.0,4.0,1.0,4.0,225.0,239.10683333333336,7525.083612040134
other,1195.0,2.0,1.0,2.0,52.0,61.45121539682541,4351.464435146443
other,2559.0,1.0,1.0,1.0,55.0,97.33,2149.2770613520906
other,1200.0,2.0,1.0,2.0,33.0,66.6977315562278,2750.0
Sarjapur  Road,984.0,2.0,1.0,2.0,45.75,48.02501183705181,4649.390243902439
other,1089.0,2.0,1.0,2.0,40.0,52.23142777777778,3673.094582185491
Hennur Road,1165.0,2.0,1.0,2.0,52.0,60.41747317460318,4463.519313304721
other,410.0,1.0,1.0,1.0,10.0,24.330142857142857,2439.0243902439024
other,1482.0,3.0,1.0,3.0,110.0,76.96158333333317,7422.402159244264
other,1200.0,2.0,1.0,2.0,68.0,66.6977315562278,5666.666666666667
other,1938.0,3.0,3.0,3.0,113.0,113.39856666666667,5830.7533539731685
other,1166.0,2.0,2.0,3.0,34.97,39.76152380952376,2999.1423670668955
other,1275.0,2.0,2.0,3.0,55.46,46.671694484127,4349.803921568628
other,1140.0,2.0,2.0,2.0,43.0,48.15450264854517,3771.9298245614036
other,3734.0,5.0,1.0,4.0,430.0,377.57666666666665,11515.800749866095
other,720.0,1.0,2.0,1.0,28.0,40.3993,3888.8888888888887
other,1200.0,3.0,2.0,3.0,228.0,134.81663742748796,19000.0
other,1100.0,2.0,1.0,2.0,90.0,56.64297445552915,8181.818181818182
other,1162.0,2.0,2.0,2.0,98.77,61.49295007151024,8500.0
other,540.0,1.0,0.0,1.0,35.0,34.11296666666667,6481.481481481482
other,1550.0,2.0,2.0,3.0,73.5,74.22081168831168,4741.935483870968
other,1300.0,3.0,0.0,3.0,145.0,131.82396666666668,11153.846153846154
other,1200.0,5.0,1.0,5.0,130.0,237.25088095238087,10833.333333333334
other,1220.0,2.0,2.0,2.0,60.0,59.62786006141521,4918.0327868852455
other,964.0,2.0,1.0,2.0,62.0,54.05988095238094,6431.535269709543
other,1500.0,3.0,2.0,3.0,50.0,81.3956276318842,3333.3333333333335
Sarjapur  Road,1347.0,2.0,1.0,3.0,44.0,58.03189761904762,3266.5181885671864
other,5000.0,5.0,0.0,4.0,250.0,301.6033333333333,5000.0
Bannerghatta Road,3000.0,4.0,2.0,4.0,140.0,180.9272222222222,4666.666666666667
other,1120.0,2.0,1.0,2.0,42.5,63.40093682539685,3794.6428571428573
other,600.0,1.0,1.0,1.0,22.8,43.4437546724002,3800.0
Whitefield,2321.0,4.0,1.0,3.0,157.0,160.8958,6764.325721671693
other,540.0,1.0,2.0,1.0,24.0,33.52066666666666,4444.444444444444
Hebbal,1150.0,2.0,1.0,2.0,57.0,72.91419137887507,4956.521739130435
other,1484.0,3.0,1.0,3.0,75.0,79.83293000000002,5053.908355795148
other,1680.0,2.0,0.0,3.0,68.0,84.195,4047.6190476190477
other,620.0,2.0,1.0,2.0,23.0,22.487337301587303,3709.6774193548385
other,1650.0,3.0,2.0,3.0,78.0,101.13681782465572,4727.272727272727
other,1250.0,3.0,2.0,3.0,44.0,49.47788833944218,3520.0
other,2072.0,3.0,2.0,3.0,108.0,114.36,5212.355212355213
Sarjapur  Road,1105.0,2.0,2.0,2.0,40.0,45.40914539682539,3619.9095022624433
other,1200.0,2.0,2.0,2.0,60.5,57.5871973877602,5041.666666666667
other,3100.0,7.0,3.0,7.0,145.0,211.30833333333337,4677.419354838709
Whitefield,4007.0,4.0,3.0,4.0,530.0,347.52666666666664,13226.853007237334
Electronic City,550.0,2.0,1.0,2.0,16.0,21.874642063492058,2909.090909090909
other,1340.0,2.0,2.0,3.0,53.6,53.42670119047618,4000.0
other,2409.0,3.0,3.0,3.0,395.0,317.44307142857144,16396.84516396845
Haralur Road,1194.0,2.0,2.0,2.0,46.0,46.57863746015468,3852.5963149078725
other,1246.0,2.0,1.0,2.0,65.0,69.05721650729204,5216.69341894061
other,1055.0,2.0,3.0,2.0,75.0,67.82383333333333,7109.004739336493
other,1541.0,3.0,1.0,3.0,69.61,73.08063166666666,4517.1966255678135
other,1370.0,2.0,2.0,2.0,88.0,88.19276984126985,6423.3576642335765
Whitefield,1224.0,2.0,2.0,2.0,75.0,60.264154761904756,6127.450980392156
other,650.0,2.0,1.0,4.0,58.0,70.2795,8923.076923076924
other,883.0,2.0,1.0,2.0,39.0,41.50764799341012,4416.761041902605
other,1676.0,3.0,0.0,3.0,92.13,89.50770000000003,5497.016706443914
other,1154.0,2.0,1.0,2.0,57.0,54.53171572871576,4939.341421143848
Kanakpura Road,1610.0,3.0,3.0,3.0,78.5,80.50036666666668,4875.776397515528
other,1057.0,2.0,1.0,2.0,42.0,46.041696587301566,3973.5099337748343
Raja Rajeshwari Nagar,1157.0,2.0,1.0,2.0,65.0,59.91864444444445,5617.9775280898875
other,1200.0,4.0,1.0,4.0,85.0,139.58382221004393,7083.333333333333
other,1500.0,7.0,3.0,7.0,130.0,204.09,8666.666666666666
other,980.0,2.0,3.0,2.0,35.0,37.39145277777778,3571.4285714285716
Sarjapur  Road,1140.0,2.0,1.0,2.0,40.0,45.77217999999999,3508.7719298245615
Raja Rajeshwari Nagar,1206.0,2.0,1.0,2.0,40.7,53.10697999999993,3374.7927031509125
Electronic City Phase II,575.0,1.0,1.0,1.0,16.75,31.291976190476188,2913.0434782608695
other,1600.0,3.0,1.0,3.0,170.0,108.47252619047615,10625.0
other,2400.0,4.0,1.0,4.0,500.0,238.47409168609175,20833.333333333332
other,1300.0,2.0,2.0,3.0,52.0,59.535818256906495,4000.0
other,1270.0,2.0,1.0,3.0,35.56,45.91069666666667,2800.0
Electronic City,1128.0,2.0,1.0,2.0,63.5,65.28074213213439,5629.432624113475
other,640.0,1.0,1.0,1.0,45.0,42.101769999999995,7031.25
other,2400.0,3.0,2.0,3.0,185.0,225.61001971965948,7708.333333333333
other,1200.0,2.0,0.0,3.0,66.0,78.87850131915609,5500.0
other,1090.0,2.0,2.0,2.0,38.15,39.41431081523052,3500.0
Electronic City,589.0,1.0,1.0,1.0,29.0,25.2902,4923.599320882852
Electronic City,1125.0,2.0,1.0,2.0,28.13,37.58503011544012,2500.4444444444443
other,1140.0,2.0,2.0,2.0,50.66,48.15450264854517,4443.859649122807
Sarjapur  Road,3150.0,4.0,2.0,4.0,500.0,402.73666666666674,15873.015873015873
other,1315.0,2.0,3.0,2.0,74.0,76.65008333333336,5627.376425855513
other,1435.0,2.0,2.0,3.0,115.0,84.50496666666668,8013.937282229966
Haralur Road,1092.0,2.0,2.0,2.0,44.0,45.061646666666675,4029.3040293040294
other,1314.0,2.0,3.0,2.0,80.0,75.80773730158734,6088.2800608828
other,1260.0,2.0,1.0,2.0,100.0,69.80655445887443,7936.507936507936
other,1875.0,5.0,1.0,7.0,192.0,211.06400000000002,10240.0
other,1080.0,2.0,1.0,2.0,49.0,50.00742183927183,4537.037037037037
other,4000.0,8.0,3.0,8.0,160.0,220.87300000000002,4000.0
other,1082.0,2.0,1.0,3.0,45.0,49.622721930846936,4158.964879852126
other,1150.0,3.0,2.0,3.0,65.0,66.1111507936508,5652.173913043478
Hennur Road,1052.0,2.0,1.0,2.0,34.72,39.262849007936445,3300.380228136882
