location,total_sqft,bath,balcony,bhk,price
other,1296.0,2.0,2.0,3.0,51.83
Haralur Road,1300.0,2.0,1.0,2.0,75.0
other,1141.0,2.0,1.0,2.0,50.0
other,1270.0,2.0,2.0,3.0,50.79
Electronic City,1210.0,2.0,1.0,2.0,55.0
other,1310.0,2.0,2.0,2.0,67.0
other,1356.0,5.0,2.0,5.0,139.0
other,1187.0,2.0,0.0,3.0,55.195
other,1745.0,3.0,2.0,3.0,140.0
other,1200.0,5.0,1.0,5.0,125.0
Raja Rajeshwari Nagar,1050.0,2.0,2.0,2.0,37.0
other,2400.0,4.0,3.0,4.0,500.0
Electronic City Phase II,1140.0,2.0,1.0,2.0,34.0
other,1210.0,2.0,2.0,2.0,54.0
other,2035.0,3.0,2.0,3.0,142.0
other,633.0,1.0,1.0,1.0,17.09
other,485.0,1.0,1.0,1.0,19.5
other,1112.0,2.0,2.0,2.0,40.0
other,1200.0,2.0,0.0,2.0,82.0
Sarjapur  Road,2275.0,4.0,2.0,3.0,187.0
other,1419.0,3.0,2.0,3.0,85.0
other,1195.0,2.0,0.0,2.0,42.4
other,2020.0,3.0,3.0,3.0,270.0
other,1047.0,2.0,2.0,2.0,91.0
Thanisandra,1884.0,4.0,2.0,3.0,117.0
other,1200.0,3.0,2.0,3.0,149.0
Bannerghatta Road,905.0,2.0,1.0,2.0,58.0
other,1500.0,2.0,1.0,3.0,108.0
other,850.0,1.0,0.0,1.0,50.0
other,1125.0,2.0,1.0,2.0,32.49
other,1165.0,2.0,2.0,2.0,59.8
other,933.0,2.0,0.0,2.0,55.0
Hennur Road,1305.0,2.0,1.0,3.0,77.0
other,1125.0,2.0,1.0,2.0,65.0
other,865.0,2.0,2.0,2.0,33.0
other,1245.0,3.0,3.0,3.0,66.0
other,8840.0,2.0,3.0,2.0,300.0
other,1145.0,2.0,2.0,3.0,60.0
other,2000.0,3.0,1.0,3.0,90.0
other,625.0,1.0,1.0,1.0,43.68
other,1724.0,3.0,2.0,3.0,128.0
other,400.0,1.0,1.0,1.0,75.0
Sarjapur  Road,1270.0,2.0,1.0,3.0,54.0
other,1250.0,3.0,2.0,3.0,39.5
other,1485.0,3.0,2.0,3.0,72.0
other,823.0,2.0,1.0,2.0,80.0
7th Phase JP Nagar,990.0,2.0,2.0,2.0,50.0
other,1200.0,2.0,0.0,3.0,66.0
other,1185.0,2.0,2.0,2.0,59.0
other,1140.0,2.0,1.0,2.0,78.0
other,1950.0,4.0,2.0,3.0,120.0
Yelahanka,1756.0,3.0,2.0,3.0,125.0
other,2600.0,4.0,2.0,4.0,300.0
other,520.0,1.0,1.0,1.0,14.04
other,1025.0,2.0,1.0,2.0,48.0
Whitefield,1216.0,2.0,1.0,2.0,72.0
Sarjapur  Road,1026.0,2.0,2.0,2.0,60.8
Sarjapur  Road,3335.0,4.0,3.0,4.0,300.0
other,2700.0,4.0,2.0,5.0,125.0
other,1411.0,2.0,2.0,3.0,60.0
Kanakpura Road,1320.0,2.0,1.0,3.0,39.6
other,1320.0,2.0,0.0,2.0,50.0
other,615.0,4.0,2.0,4.0,110.0
other,1804.0,3.0,2.0,3.0,155.0
other,1140.0,2.0,2.0,2.0,46.0
other,1200.0,4.0,1.0,4.0,105.0
Hebbal,2375.0,4.0,2.0,4.0,189.0
other,1750.0,3.0,2.0,3.0,120.0
other,960.0,5.0,2.0,9.0,130.0
other,1152.0,2.0,2.0,2.0,55.0
Thanisandra,965.0,2.0,1.0,2.0,54.0
other,1684.0,3.0,1.0,3.0,120.0
Hennur Road,1672.0,3.0,2.0,3.0,86.0
other,1075.0,2.0,2.0,2.0,60.0
other,1500.0,5.0,2.0,3.0,95.0
other,1464.0,3.0,2.0,3.0,56.0
Hebbal,1420.0,2.0,1.0,2.0,99.26
other,750.0,2.0,0.0,2.0,40.0
other,1169.0,2.0,2.0,2.0,64.08
other,1290.0,2.0,1.0,3.0,62.0
other,1160.0,2.0,2.0,2.0,40.6
other,2800.0,5.0,3.0,7.0,95.0
other,1500.0,3.0,2.0,3.0,70.0
other,1850.0,3.0,1.0,3.0,180.0
other,1300.0,3.0,2.0,3.0,46.0
Electronic City Phase II,1310.0,2.0,1.0,3.0,37.84
other,2750.0,5.0,2.0,3.0,550.0
other,2150.0,3.0,0.0,3.0,170.0
other,5100.0,5.0,3.0,6.0,300.0
Kanakpura Road,1300.0,2.0,3.0,3.0,69.0
other,1875.0,2.0,1.0,3.0,110.0
other,1260.0,2.0,1.0,3.0,82.0
other,2500.0,4.0,3.0,5.0,100.0
other,1241.0,2.0,1.0,2.0,64.0
Sarjapur  Road,1025.0,2.0,2.0,2.0,45.5
other,1500.0,1.0,0.0,2.0,218.0
Electronic City,1070.0,2.0,1.0,2.0,60.0
other,815.0,2.0,1.0,2.0,40.0
Kanakpura Road,2000.0,3.0,3.0,3.0,105.0
other,1400.0,2.0,1.0,2.0,190.0
other,1740.0,4.0,3.0,4.0,175.0
other,5667.5,5.0,0.0,4.0,300.0
Sarjapur  Road,1216.0,2.0,2.0,2.0,70.0
other,2200.0,2.0,1.0,3.0,190.0
other,3500.0,5.0,2.0,4.0,450.0
other,970.0,6.0,3.0,6.0,105.0
other,3150.0,7.0,3.0,7.0,375.0
Kanakpura Road,1200.0,2.0,0.0,2.0,62.0
Marathahalli,1026.0,2.0,1.0,2.0,50.18
other,450.0,1.0,1.0,1.0,20.0
other,1205.0,2.0,1.0,2.0,45.79
other,1368.0,2.0,3.0,2.0,87.0
other,420.0,1.0,1.0,1.0,12.5
other,1270.0,2.0,2.0,2.0,42.0
other,614.0,1.0,1.0,2.0,28.0
other,1050.0,2.0,0.0,2.0,58.0
Yelahanka,1408.0,2.0,2.0,2.0,58.0
other,1223.0,2.0,2.0,3.0,42.81
other,1507.0,3.0,1.0,3.0,80.0
other,1160.0,2.0,2.0,2.0,57.0
other,1200.0,3.0,1.0,3.0,70.0
other,960.0,2.0,3.0,2.0,50.0
other,1021.0,2.0,2.0,2.0,46.0
other,2162.03,4.0,2.0,3.0,129.0
other,1065.0,2.0,1.0,2.0,36.0
other,400.0,1.0,1.0,1.0,10.25
Bannerghatta Road,1465.0,2.0,1.0,3.0,75.0
Kanakpura Road,900.0,2.0,1.0,2.0,41.0
Marathahalli,1800.0,3.0,2.0,3.0,95.0
other,1175.0,2.0,2.0,2.0,83.0
other,6729.0,4.0,0.0,3.0,900.0
other,1500.0,4.0,1.0,4.0,360.0
other,1050.0,2.0,0.0,2.0,59.0
Electronic City Phase II,1400.0,2.0,2.0,3.0,40.43
other,1650.0,3.0,1.0,3.0,150.0
other,1827.0,3.0,2.0,3.0,97.0
Thanisandra,1930.0,4.0,2.0,3.0,122.0
other,883.0,2.0,1.0,2.0,37.0
other,550.0,1.0,1.0,1.0,16.75
Electronic City,1400.0,2.0,1.0,3.0,40.44
other,1350.0,4.0,1.0,4.0,310.0
other,1290.0,2.0,3.0,3.0,38.69
Raja Rajeshwari Nagar,1021.0,3.0,2.0,3.0,59.0
Whitefield,1158.0,2.0,1.0,2.0,55.0
other,1200.0,4.0,1.0,5.0,99.0
other,1400.0,2.0,2.0,3.0,135.0
other,2400.0,3.0,0.0,4.0,200.0
other,1200.0,2.0,1.0,3.0,57.9
other,1520.0,3.0,2.0,3.0,125.0
Thanisandra,777.0,1.0,0.0,1.0,38.46
other,2710.0,3.0,2.0,3.0,177.0
other,1150.0,2.0,2.0,2.0,57.0
Yelahanka,1101.0,2.0,2.0,2.0,37.0
other,1200.0,2.0,3.0,3.0,110.0
Hebbal,1252.0,2.0,1.0,2.0,92.0
Marathahalli,1650.0,3.0,2.0,3.0,85.0
Marathahalli,1270.0,2.0,2.0,2.0,80.0
other,992.0,2.0,1.0,2.0,70.0
other,2000.0,3.0,2.0,3.0,85.0
other,893.0,2.0,2.0,2.0,34.5
other,1075.0,2.0,1.0,3.0,41.49
other,3200.0,7.0,0.0,7.0,150.0
Electronic City,1190.0,2.0,1.0,2.0,42.0
other,800.0,2.0,0.0,3.0,60.0
Sarjapur  Road,1814.0,3.0,3.0,3.0,63.0
other,1400.0,3.0,2.0,3.0,98.0
other,1400.0,6.0,3.0,5.0,252.0
other,1344.0,2.0,0.0,3.0,56.0
Whitefield,5400.0,5.0,3.0,4.0,475.0
Kanakpura Road,1843.0,3.0,2.0,3.0,95.0
other,1138.0,2.0,1.0,2.0,32.0
other,1495.0,2.0,2.0,3.0,70.0
Electronic City,880.0,2.0,1.0,2.0,19.0
Whitefield,1396.0,3.0,1.0,3.0,74.0
other,1610.0,2.0,3.0,3.0,119.0
other,1050.0,2.0,2.0,2.0,55.0
other,1410.0,2.0,2.0,3.0,43.71
other,1050.0,2.0,2.0,2.0,37.8
other,1310.0,2.0,1.0,3.0,85.0
Yelahanka,1104.0,2.0,2.0,2.0,58.0
Hennur Road,1165.0,2.0,1.0,2.0,67.0
other,1027.0,2.0,2.0,2.0,44.0
other,1310.0,2.0,3.0,2.0,60.0
other,1052.0,2.0,2.0,2.0,52.0
other,1464.0,3.0,2.0,3.0,56.0
other,1000.0,2.0,2.0,2.0,45.0
other,2240.0,3.0,2.0,3.0,300.0
Electronic City,1150.0,2.0,1.0,2.0,38.08
Thanisandra,2019.0,3.0,1.0,3.0,70.67
other,986.0,2.0,1.0,2.0,31.0
other,1350.0,1.0,1.0,1.0,145.0
other,800.0,8.0,0.0,8.0,140.0
other,1893.0,4.0,2.0,3.0,95.0
other,1318.0,3.0,2.0,3.0,56.0
Yelahanka,1325.0,2.0,2.0,3.0,58.0
other,800.0,2.0,1.0,2.0,33.0
other,1300.0,3.0,2.0,3.0,42.25
other,1300.0,2.0,2.0,3.0,60.0
other,1010.0,2.0,1.0,2.0,52.0
other,1260.0,2.0,3.0,2.0,75.0
other,2500.0,4.0,0.0,4.0,170.0
other,1520.0,3.0,1.0,3.0,165.0
other,1665.0,3.0,0.0,3.0,85.0
other,1800.0,3.0,0.0,3.0,80.0
other,1197.0,2.0,1.0,2.0,75.0
other,1050.0,2.0,2.0,2.0,45.0
other,910.0,4.0,2.0,5.0,194.0
Thanisandra,1241.0,2.0,1.0,3.0,68.0
other,1567.0,2.0,3.0,3.0,62.0
other,1747.0,3.0,1.0,3.0,110.0
other,1475.0,2.0,2.0,3.0,55.0
other,600.0,4.0,1.0,4.0,70.0
Hennur Road,980.0,2.0,1.0,2.0,51.0
other,966.0,2.0,1.0,2.0,58.0
other,2360.0,3.0,2.0,4.0,185.0
Sarjapur  Road,1112.0,2.0,1.0,2.0,62.0
Electronic City,550.0,1.0,1.0,2.0,16.0
other,1760.0,3.0,3.0,3.0,90.0
other,1830.0,2.0,3.0,3.0,113.0
Yelahanka,1175.0,2.0,1.0,2.0,67.77
Whitefield,1175.0,2.0,1.0,2.0,41.0
other,1025.0,2.0,2.0,2.0,45.0
Hennur Road,1232.0,2.0,1.0,2.0,80.0
other,1010.0,2.0,2.0,2.0,57.0
Sarjapur  Road,1273.0,2.0,2.0,2.0,60.0
other,1590.0,2.0,2.0,2.0,102.0
other,1100.0,2.0,1.0,2.0,58.5
Electronic City Phase II,1252.0,2.0,1.0,3.0,65.0
other,2615.0,5.0,3.0,4.0,222.0
other,1200.0,6.0,0.0,5.0,140.0
Yelahanka,1322.0,2.0,1.0,2.0,77.9
7th Phase JP Nagar,1000.0,1.0,1.0,1.0,60.0
other,1755.0,3.0,2.0,3.0,117.0
Electronic City Phase II,1135.0,2.0,2.0,2.0,46.0
other,1200.0,10.0,2.0,8.0,180.0
Electronic City,1200.0,4.0,1.0,4.0,125.0
other,1260.0,2.0,2.0,2.0,85.5
other,3250.0,5.0,2.0,5.0,395.0
other,3500.0,4.0,2.0,4.0,550.0
other,1200.0,6.0,2.0,5.0,110.0
Kanakpura Road,1100.0,2.0,1.0,3.0,53.0
Electronic City Phase II,1305.0,3.0,1.0,3.0,65.0
other,1236.0,2.0,1.0,2.0,50.0
Uttarahalli,1125.0,1.0,2.0,2.0,45.0
other,1075.0,2.0,2.0,2.0,32.25
other,2000.0,3.0,2.0,3.0,85.0
other,772.0,5.0,1.0,8.0,60.0
Thanisandra,2999.97,6.0,0.0,6.0,110.0
other,1150.0,2.0,2.0,2.0,42.0
other,1440.0,4.0,1.0,4.0,240.0
Hennur Road,1085.0,2.0,1.0,2.0,43.4
other,1785.0,3.0,0.0,3.0,165.0
other,2475.0,4.0,3.0,3.0,300.0
Thanisandra,1930.0,4.0,2.0,3.0,120.0
other,600.0,4.0,1.0,2.0,70.0
other,800.0,1.0,0.0,2.0,45.0
other,2450.0,3.0,2.0,4.0,110.0
other,1200.0,4.0,0.0,4.0,120.0
Bannerghatta Road,1920.0,3.0,3.0,3.0,122.0
other,1085.0,2.0,2.0,2.0,34.2
Thanisandra,760.0,1.0,2.0,1.0,50.4
other,1201.0,2.0,3.0,2.0,80.0
Electronic City,1615.0,3.0,2.0,3.0,97.0
other,1289.0,2.0,0.0,2.0,70.0
other,1991.0,4.0,2.0,3.0,100.0
other,1377.0,2.0,2.0,2.0,80.0
other,2880.0,3.0,2.0,3.0,560.0
other,1892.0,3.0,2.0,3.0,200.0
other,2176.0,3.0,3.0,3.0,348.0
Thanisandra,663.0,1.0,0.0,1.0,32.82
Electronic City,1165.0,2.0,1.0,2.0,33.65
other,3554.0,4.0,1.0,3.0,340.0
Thanisandra,1260.0,2.0,1.0,2.0,45.5
other,1095.0,2.0,1.0,2.0,39.0
other,1050.0,2.0,2.0,2.0,65.0
other,1176.0,2.0,2.0,2.0,50.0
Thanisandra,1801.0,3.0,2.0,3.0,115.0
Whitefield,1315.0,2.0,3.0,2.0,55.0
other,1194.0,2.0,2.0,2.0,46.0
other,2400.0,2.0,1.0,2.0,125.0
Uttarahalli,1308.0,2.0,3.0,3.0,53.0
Sarjapur  Road,4250.0,4.0,2.0,4.0,610.0
Thanisandra,1806.0,6.0,2.0,3.0,116.0
Thanisandra,3671.0,4.0,1.0,4.0,220.0
other,2144.0,3.0,2.0,3.0,140.0
other,1065.0,2.0,3.0,2.0,33.75
other,1205.0,2.0,1.0,2.0,67.0
Uttarahalli,1160.0,2.0,2.0,2.0,40.58
other,750.0,4.0,2.0,4.0,90.0
other,1194.0,2.0,2.0,2.0,47.0
other,1200.0,3.0,1.0,3.0,56.53
other,1681.0,3.0,3.0,3.0,69.0
other,1130.0,2.0,1.0,2.0,32.64
other,3633.0,5.0,1.0,4.0,335.0
Kanakpura Road,1843.0,3.0,2.0,3.0,90.0
other,1065.0,2.0,1.0,2.0,30.75
other,1885.0,3.0,2.0,3.0,85.52
other,1500.0,2.0,2.0,2.0,45.0
other,1210.0,2.0,2.0,2.0,69.0
other,1126.0,2.0,1.0,2.0,39.4
other,1357.0,2.0,2.0,3.0,59.0
Whitefield,1451.0,2.0,2.0,3.0,46.4
other,1600.0,3.0,3.0,4.0,185.0
Hennur Road,950.0,2.0,1.0,2.0,55.0
other,960.0,2.0,2.0,2.0,48.0
other,1625.0,3.0,3.0,3.0,92.0
other,2200.0,4.0,1.0,3.0,150.0
other,1607.0,2.0,2.0,3.0,112.0
Kanakpura Road,900.0,2.0,1.0,2.0,46.29
other,1080.0,2.0,2.0,2.0,38.0
other,2300.0,3.0,1.0,3.0,250.0
other,1708.0,3.0,0.0,4.0,64.05
other,2500.0,5.0,2.0,6.0,185.0
other,1690.0,2.0,2.0,3.0,116.0
other,2100.0,3.0,0.0,5.0,145.0
other,1269.0,2.0,2.0,2.0,97.0
Haralur Road,1243.0,2.0,2.0,2.0,46.0
Haralur Road,1890.0,3.0,2.0,3.0,84.0
Electronic City Phase II,1165.0,2.0,1.0,2.0,33.64
other,1196.0,2.0,2.0,2.0,56.81
other,1194.0,2.0,2.0,2.0,47.0
other,1630.0,3.0,2.0,3.0,110.0
Whitefield,1063.0,2.0,1.0,2.0,42.52
other,1025.0,2.0,1.0,2.0,39.98
other,1067.0,2.0,1.0,2.0,38.0
Kanakpura Road,1299.0,2.0,1.0,2.0,89.63
other,1343.0,2.0,1.0,2.0,76.0
other,1330.0,2.0,2.0,3.0,44.0
other,1524.0,2.0,3.0,3.0,72.0
other,2236.0,4.0,2.0,4.0,153.0
other,2955.0,3.0,0.0,3.0,235.0
other,1410.0,2.0,2.0,3.0,45.12
other,1581.0,3.0,3.0,3.0,76.0
other,1205.0,2.0,1.0,2.0,79.0
other,1270.0,2.0,2.0,3.0,95.25
other,1353.0,2.0,2.0,3.0,110.0
other,1200.0,2.0,1.0,2.0,68.0
other,1250.0,2.0,1.0,3.0,70.0
other,1950.2,3.0,2.0,3.0,261.0
Sarjapur  Road,1157.0,2.0,1.0,3.0,69.0
other,825.0,1.0,0.0,1.0,35.475
Sarjapur  Road,1000.0,2.0,2.0,2.0,40.0
Yelahanka,602.0,1.0,1.0,1.0,33.0
other,1108.0,2.0,0.0,2.0,66.46
other,1040.0,2.0,1.0,2.0,68.0
other,1451.0,2.0,1.0,2.0,87.0
Raja Rajeshwari Nagar,1196.0,2.0,2.0,2.0,40.54
Kanakpura Road,850.0,1.0,1.0,1.0,37.32
other,2171.66,3.0,2.0,3.0,298.0
other,900.0,2.0,1.0,2.0,40.0
other,720.0,1.0,1.0,1.0,33.0
Thanisandra,1573.0,3.0,2.0,3.0,115.0
Sarjapur  Road,1026.0,2.0,1.0,2.0,60.8
other,1400.0,2.0,2.0,3.0,78.0
Electronic City Phase II,1400.0,2.0,2.0,3.0,40.44
other,2100.0,3.0,1.0,4.0,147.0
Sarjapur  Road,1150.0,2.0,1.0,2.0,48.5
Raja Rajeshwari Nagar,1500.0,3.0,2.0,3.0,88.0
other,2400.0,3.0,2.0,3.0,380.0
other,1200.0,3.0,2.0,3.0,240.0
other,1790.0,3.0,2.0,3.0,105.0
other,1125.0,2.0,2.0,2.0,75.0
other,1830.5,3.0,0.0,3.0,84.205
Marathahalli,1100.0,2.0,1.0,2.0,50.0
other,1105.0,2.0,2.0,2.0,57.0
Thanisandra,1110.0,2.0,2.0,2.0,46.5
other,708.0,1.0,1.0,1.0,41.0
other,1027.0,2.0,2.0,2.0,44.0
other,1600.0,3.0,1.0,3.0,100.0
other,3122.0,6.0,2.0,4.0,250.0
Sarjapur  Road,1205.0,2.0,2.0,2.0,37.0
other,1450.0,2.0,2.0,3.0,73.0
other,750.0,4.0,2.0,4.0,125.0
other,540.0,1.0,0.0,1.0,22.0
other,1200.0,2.0,2.0,2.0,42.0
other,1200.0,5.0,1.0,5.0,260.0
other,1837.0,2.0,2.0,3.0,95.0
Whitefield,1346.0,2.0,1.0,2.0,76.01
other,1012.0,2.0,1.0,2.0,68.0
other,1950.2,3.0,2.0,3.0,193.0
other,1125.0,2.0,2.0,2.0,55.0
other,1500.0,2.0,2.0,3.0,60.0
other,1197.0,2.0,1.0,2.0,79.9
other,1230.0,2.0,2.0,3.0,31.37
other,1100.0,2.0,2.0,2.0,47.0
other,1563.0,2.0,2.0,3.0,52.0
other,3729.0,4.0,2.0,4.0,384.0
Sarjapur  Road,1600.0,3.0,1.0,3.0,120.0
other,1715.0,3.0,3.0,3.0,120.0
Bannerghatta Road,2400.0,4.0,1.0,4.0,180.0
other,1151.0,2.0,2.0,2.0,42.5
other,1200.0,6.0,2.0,6.0,220.0
Uttarahalli,1123.0,2.0,2.0,2.0,60.0
Whitefield,1276.0,2.0,1.0,2.0,69.5
Yelahanka,1315.0,2.0,3.0,2.0,77.0
other,1270.0,2.0,2.0,3.0,50.79
other,1325.0,2.0,2.0,2.0,52.0
other,1600.0,3.0,2.0,3.0,63.2
other,1660.0,3.0,2.0,3.0,104.0
other,1299.0,2.0,3.0,2.0,58.0
Haralur Road,953.0,2.0,1.0,2.0,90.0
other,1457.0,2.0,3.0,2.0,60.0
other,1000.0,1.0,1.0,2.0,65.0
other,1100.0,2.0,3.0,3.0,76.3
Yelahanka,1075.0,2.0,1.0,3.0,33.53
Kanakpura Road,1450.0,3.0,3.0,3.0,51.0
other,5515.0,6.0,2.0,5.0,425.0
other,950.0,1.0,1.0,1.0,40.0
other,1200.0,3.0,1.0,5.0,180.0
other,1013.0,2.0,2.0,2.0,60.0
Hennur Road,1140.0,2.0,2.0,2.0,56.0
other,2100.0,3.0,3.0,3.0,220.0
Yelahanka,1430.0,3.0,1.0,3.0,61.0
other,600.0,3.0,0.0,4.0,95.0
other,1600.0,3.0,2.0,3.0,77.0
other,1190.0,2.0,1.0,2.0,48.0
other,1625.0,3.0,2.0,3.0,95.0
other,1210.0,2.0,2.0,2.0,53.0
other,1615.0,3.0,2.0,3.0,150.0
other,1180.0,2.0,2.0,2.0,85.0
other,1500.0,2.0,0.0,2.0,91.0
other,850.0,2.0,1.0,2.0,45.0
other,1130.0,2.0,2.0,2.0,55.0
other,907.0,2.0,2.0,2.0,38.0
other,1300.0,2.0,3.0,2.0,90.0
Hennur Road,1891.0,3.0,1.0,3.0,110.0
Hennur Road,1735.0,3.0,3.0,3.0,78.0
other,1075.0,2.0,1.0,3.0,33.0
other,2040.0,4.0,3.0,7.0,123.0
Uttarahalli,1590.0,3.0,2.0,3.0,57.0
other,1600.0,5.0,2.0,5.0,140.0
other,1160.0,2.0,3.0,2.0,55.0
other,930.0,1.0,1.0,2.0,55.0
other,1010.0,2.0,1.0,2.0,58.0
Electronic City,1221.0,2.0,2.0,2.0,68.0
other,2400.0,4.0,3.0,4.0,470.0
other,1108.0,2.0,1.0,2.0,87.48
other,1000.0,4.0,2.0,4.0,120.0
Sarjapur  Road,1370.0,2.0,1.0,2.0,70.0
other,920.0,2.0,1.0,2.0,41.5
other,1277.0,2.0,1.0,2.0,79.89
other,1213.0,2.0,2.0,2.0,38.1
other,1653.0,3.0,2.0,3.0,85.0
other,2400.0,3.0,3.0,4.0,140.0
other,3000.0,5.0,3.0,4.0,500.0
other,1600.0,4.0,3.0,4.0,250.0
other,1321.0,2.0,0.0,3.0,40.0
Kanakpura Road,1570.0,3.0,2.0,3.0,68.0
other,1150.0,8.0,0.0,8.0,70.0
other,1053.0,2.0,3.0,2.0,44.0
other,1325.0,2.0,3.0,3.0,56.0
other,1169.0,2.0,1.0,2.0,50.11
other,1274.0,2.0,1.0,2.0,90.0
Whitefield,1317.0,2.0,2.0,2.0,52.0
other,1195.0,2.0,1.0,2.0,75.0
Whitefield,2858.0,4.0,0.0,4.0,137.0
other,940.0,2.0,2.0,2.0,35.0
other,1820.0,3.0,2.0,3.0,95.5
Kanakpura Road,1450.0,3.0,3.0,3.0,53.6
Whitefield,1615.0,3.0,0.0,3.0,96.9
other,2200.0,2.0,3.0,3.0,99.0
other,985.0,2.0,1.0,2.0,62.5
other,1116.0,2.0,1.0,2.0,33.0
other,656.0,2.0,1.0,2.0,25.0
other,1105.0,2.0,1.0,2.0,39.5
Whitefield,1220.0,2.0,1.0,2.0,55.0
other,1400.0,3.0,2.0,3.0,74.0
other,2400.0,3.0,0.0,4.0,185.0
other,850.0,3.0,0.0,3.0,63.0
Uttarahalli,1000.0,2.0,1.0,2.0,35.0
Bannerghatta Road,1660.0,3.0,3.0,3.0,80.0
Uttarahalli,1330.0,2.0,1.0,3.0,57.0
other,1165.0,2.0,1.0,2.0,52.0
other,1153.0,2.0,2.0,2.0,56.0
Bannerghatta Road,1270.0,2.0,2.0,2.0,45.0
other,1070.0,2.0,2.0,2.0,38.0
other,1427.0,2.0,0.0,3.0,85.0
other,1420.0,2.0,2.0,3.0,95.0
other,1600.0,5.0,0.0,4.0,130.0
other,2031.0,2.0,2.0,2.0,200.0
other,1454.0,2.0,1.0,2.0,90.0
Whitefield,1116.0,2.0,3.0,2.0,48.76
other,2000.0,3.0,1.0,4.0,180.0
Sarjapur  Road,1346.0,2.0,1.0,2.0,74.03
other,1062.0,2.0,1.0,2.0,50.0
other,700.0,1.0,1.0,1.0,25.5
other,1405.0,2.0,1.0,2.0,99.0
other,1100.0,2.0,2.0,2.0,50.0
other,2153.0,4.0,3.0,3.0,120.0
other,1200.0,3.0,2.0,3.0,120.0
other,2135.0,3.0,2.0,3.0,170.0
Uttarahalli,1125.0,2.0,1.0,2.0,47.0
other,1350.0,2.0,2.0,3.0,47.25
other,1068.0,2.0,3.0,2.0,48.0
other,940.0,2.0,1.0,2.0,32.9
other,1063.0,2.0,1.0,2.0,32.79
other,1382.0,2.0,2.0,2.0,84.5
other,936.0,2.0,1.0,2.0,45.0
other,1400.0,2.0,3.0,3.0,60.0
Sarjapur  Road,475.0,1.0,1.0,1.0,26.0
other,1200.0,2.0,1.0,2.0,115.0
other,1450.0,3.0,3.0,3.0,65.0
other,1162.0,2.0,1.0,2.0,52.0
other,1161.0,2.0,1.0,2.0,48.75
other,1623.29,2.0,2.0,3.0,105.0
other,1260.0,2.0,1.0,2.0,70.0
other,1672.0,3.0,2.0,4.0,190.0
other,3000.0,4.0,2.0,3.0,240.0
other,1500.0,2.0,0.0,3.0,70.0
other,705.0,1.0,0.0,1.0,34.545
other,1650.0,6.0,0.0,5.0,200.0
other,2000.0,3.0,3.0,3.0,200.0
other,1675.0,1.0,0.0,1.0,241.0
Electronic City,1200.0,3.0,2.0,3.0,150.0
other,1100.0,2.0,2.0,2.0,46.2
Whitefield,1400.0,2.0,3.0,3.0,56.0
other,2257.0,3.0,2.0,3.0,155.0
other,1153.0,2.0,2.0,2.0,56.5
Sarjapur  Road,1197.0,2.0,1.0,2.0,56.86
other,1150.0,2.0,2.0,2.0,90.0
other,595.0,1.0,1.0,1.0,40.0
other,1837.0,3.0,1.0,3.0,110.0
other,3750.0,4.0,0.0,4.0,190.0
other,1830.0,3.0,3.0,3.0,91.86
other,1715.0,3.0,3.0,3.0,115.0
Electronic City,970.0,2.0,1.0,2.0,35.0
other,1200.0,3.0,2.0,4.0,148.0
other,2700.0,5.0,1.0,4.0,95.75
other,5480.0,4.0,2.0,3.0,400.0
other,2400.0,5.0,1.0,4.0,135.0
Sarjapur  Road,3040.0,4.0,2.0,4.0,135.0
Raja Rajeshwari Nagar,1168.0,2.0,1.0,2.0,66.0
other,1160.0,2.0,2.0,2.0,36.54
other,1500.0,3.0,2.0,3.0,75.0
other,600.0,2.0,1.0,2.0,72.0
other,1200.0,7.0,3.0,8.0,250.0
other,850.0,2.0,1.0,2.0,25.4
other,935.0,2.0,2.0,2.0,39.0
other,1200.0,5.0,1.0,5.0,235.0
other,654.0,1.0,1.0,1.0,49.0
other,1650.0,3.0,1.0,3.0,180.0
other,5656.0,5.0,0.0,3.0,499.0
other,1300.0,2.0,1.0,2.0,33.0
other,950.0,2.0,1.0,2.0,60.0
other,1250.0,3.0,2.0,3.0,54.0
other,1072.0,2.0,1.0,2.0,42.87
other,1425.0,2.0,2.0,3.0,65.0
Uttarahalli,1165.0,1.0,0.0,2.0,42.09
other,1390.0,2.0,2.0,3.0,69.49
other,1510.0,3.0,2.0,3.0,78.0
Thanisandra,1305.0,2.0,2.0,2.0,90.0
other,1200.0,6.0,2.0,6.0,170.0
other,866.0,2.0,2.0,2.0,32.0
other,1231.0,2.0,1.0,2.0,84.5
other,1360.0,2.0,3.0,3.0,45.0
other,2500.0,3.0,3.0,3.0,138.0
Whitefield,1140.0,2.0,3.0,2.0,55.0
Kanakpura Road,525.0,1.0,1.0,1.0,30.0
Whitefield,1295.0,2.0,1.0,2.0,64.5
other,1020.0,2.0,2.0,2.0,45.75
other,3504.0,4.0,0.0,4.0,262.0
other,1200.0,1.0,0.0,2.0,50.0
other,1100.0,2.0,1.0,2.0,41.0
Bannerghatta Road,4723.0,4.0,3.0,4.0,500.0
other,820.0,2.0,2.0,2.0,37.0
other,3508.0,4.0,1.0,4.0,386.0
other,3700.0,4.0,2.0,4.0,400.0
other,1354.0,2.0,2.0,2.0,70.0
other,2453.0,3.0,2.0,4.0,250.0
other,1154.0,2.0,1.0,2.0,51.8
7th Phase JP Nagar,1680.0,2.0,3.0,3.0,92.0
